signature,log2FC
LINC01419,-2.08083653450012
BHLHE41,-1.94143044948578
C1orf21,-1.82215142250061
NUPR1,-1.80775189399719
HIST1H1A,-1.71332931518555
SPP1,-1.66559433937073
KRT4,-1.64376580715179
HIST1H1B,-1.63230967521667
CMTM8,-1.61997139453888
MXI1,-1.52607703208923
HIST2H2AC,-1.47786414623261
SCD,-1.47549986839294
AKR1C2,-1.38309359550476
NCF2,-1.35044085979462
HSF2BP,-1.31346368789673
HIST1H1D,-1.28468501567841
C5orf28,-1.283806681633
MFAP5,-1.27373039722443
C5orf42,-1.26361215114594
PIGBOS1,-1.26080298423767
AKR1C3,-1.25631666183472
JDP2,-1.25498688220978
AKR1C1,-1.24864065647125
HDDC3,-1.24384427070618
FYB,-1.24305880069733
KRT16,-1.18275451660156
RP11-20D14.6,-1.17820394039154
HIST1H1E,-1.17679035663605
C21orf58,-1.16712510585785
PVT1,-1.16245698928833
INSIG1,-1.12871432304382
PRR4,-1.11082196235657
PEG10,-1.10717582702637
MCEE,-1.09511888027191
SCRN2,-1.09043967723846
HIST1H4C,-1.08470785617828
AC006262.5,-1.07745814323425
FBXO32,-1.0723934173584
NRG1,-1.07097339630127
TMEM191B,-1.05497407913208
SGCE,-1.0377471446991
UBR1,-1.0165628194809
ACACA,-1.01158344745636
SBF2-AS1,-1.00360000133514
IMPA2,-1.0012583732605
TOE1,-0.99334853887558
FLOT2,-0.981132984161377
DUSP1,-0.97908341884613
IFI44,-0.966496884822845
RP11-356J5.12,-0.96539181470871
PBX1,-0.956836521625519
FBXO5,-0.952070653438568
TRIM16L,-0.934684634208679
TMEM139,-0.914598822593689
BCL9L,-0.909745752811432
FAM134B,-0.905115246772766
UNC5B-AS1,-0.89831680059433
TPTEP1,-0.894738972187042
DHRS4L2,-0.862323224544525
DHRS3,-0.860434174537659
MPV17,-0.860008895397186
NINJ1,-0.858378469944
TXNIP,-0.857300937175751
CDK1,-0.856083691120148
TLN2,-0.854664146900177
CCDC80,-0.854494214057922
